+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
|       Launch Clock       |      Capture Clock       |                                                 Pin                                                      |
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[8].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[3]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                             u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][113]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                              u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][44]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                             u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][117]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                             u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][115]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[10].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[4]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[8].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[7]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                              u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][98]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                             u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][122]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                             u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][120]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[11].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[1]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                             u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][116]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[11].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[2]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                               u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][0]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[10].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[15]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[10].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[25]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[10].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[6]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                              u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][96]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                             u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][114]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                             u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][118]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[10].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[7]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                              u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][94]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                             u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][112]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[10].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[2]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[10].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[0]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[13].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[0]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[10].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[1]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[13].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[6]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                             u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][126]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[10].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[10]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[13].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[5]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |                                             u_ila_0/inst/ila_core_inst/shifted_data_in_reg[7][142]_srl8/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[13].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[1]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[13].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[3]/D|
| clk_out2_design_1_clk_wiz_0_0 |                clk_pll_i |u_ila_0/inst/ila_core_inst/u_trig/U_TM/N_DDR_MODE.G_NMU[13].U_M/allx_typeA_match_detection.ltlib_v1_0_0_allx_typeA_inst/probeDelay1_reg[7]/D|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |          design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[6]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |          design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[4]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |          design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[3]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |         design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[13]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |         design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[12]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |          design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[5]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |          design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[8]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |          design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[9]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |         design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[10]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |          design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[7]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |          design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[0]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |         design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[11]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |         design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[14]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |        design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIPADIP[0]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |         design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[15]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |          design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[1]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |          design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_MEM_OUT/memory_reg/DIADI[2]|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |         design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_DP_OUT_SYNC/send_ss_reg[0]/D|
| clk_out2_design_1_clk_wiz_0_0 |clk_out1_design_1_clk_wiz_0_0 |          design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_DP_IN_SYNC/send_ss_reg[0]/D|
| clk_out2_design_1_clk_wiz_0_0 |clk_out1_design_1_clk_wiz_0_0 |          design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_DP_OUT_SYNC/ack_ss_reg[0]/D|
| clk_out1_design_1_clk_wiz_0_0 |clk_out2_design_1_clk_wiz_0_0 |           design_1_i/myip2_0/U0/myip2_v1_0_S00_AXI_inst/U_WRAPPER/U_USER_APP/U_DP_IN_SYNC/ack_ss_reg[0]/D|
+--------------------------+--------------------------+----------------------------------------------------------------------------------------------------------+
